candidate,classification,track_pathway,model_signature,listing_signature,observed_price_aud,observed_url,conversation_id,conversation_title,recommended_action
Open Box MSI Vector 16 HX AI RTX 5070 Ti,Missing,UNKNOWN/UNKNOWN,open box msi vector 16 hx ai rtx 5070 ti rtx 5070 ti,open box msi vector 16 hx ai rtx 5070 ti rtx 5070 ti open box,UNKNOWN,UNKNOWN,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,Review against existing cards and verify live facts before intake.
MSI Vector 16 HX AI RTX 5090 bundle,Missing,UNKNOWN/UNKNOWN,msi vector 16 hx ai rtx 5090 bundle rtx 5090,msi vector 16 hx ai rtx 5090 bundle rtx 5090 new,UNKNOWN,UNKNOWN,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,Review against existing cards and verify live facts before intake.
"Good large-screen value laptop, but",Missing,1/1A,good large screen value laptop but rtx 5070 8 laptop,good large screen value laptop but rtx 5070 8 laptop 1500,1500,UNKNOWN,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,Review against existing cards and verify live facts before intake.
Lenovo Legion Pro 7i – i9-14900HX / 32GB / 2TB SSD / RTX 4090 / 2K 240Hz / 1Y WTY,Missing,1/1A,lenovo legion pro 7i i9 14900hx 32gb 2tb ssd rtx 4090 2k 240hz 1y wty rtx 4090 laptop,lenovo legion pro 7i i9 14900hx 32gb 2tb ssd rtx 4090 2k 240hz 1y wty rtx 4090 laptop 3599,3599,UNKNOWN,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,Review against existing cards and verify live facts before intake.
Value,Missing,1/1A,value rtx 4090 laptop,value rtx 4090 laptop 3599,3599,UNKNOWN,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,Review against existing cards and verify live facts before intake.
Strong,Missing,1/1A,strong rtx 4090 laptop,strong rtx 4090 laptop 3 6,3.6,UNKNOWN,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,Review against existing cards and verify live facts before intake.
1,Missing,1/1A,1 rtx 3090 laptop,1 rtx 3090 laptop refurbished,UNKNOWN,UNKNOWN,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,Review against existing cards and verify live facts before intake.
2 memory slots,Missing,UNKNOWN/UNKNOWN,2 memory slots rtx 5090,2 memory slots rtx 5090 least one configuration table,UNKNOWN,UNKNOWN,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,Review against existing cards and verify live facts before intake.
MINISFORUM N5 MAX AI NAS,Missing,1.5/UNKNOWN,minisforum n5 max ai nas rtx 3090 desktop,minisforum n5 max ai nas rtx 3090 desktop new,UNKNOWN,UNKNOWN,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,Review against existing cards and verify live facts before intake.
Local LLM capacity,Missing,1/1B,local llm capacity ryzen ai max 395 laptop,local llm capacity ryzen ai max 395 laptop platform level,UNKNOWN,UNKNOWN,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,Review against existing cards and verify live facts before intake.
"Card 10 — Custom RTX 3090 24GB desktop + refurbished ThinkPad bundle `[92/100]` · ~$3,400–4,600",Missing,1.5/UNKNOWN,card 10 custom rtx 3090 24gb desktop refurbished thinkpad bundle 92 100 3 400 4 600 rtx 3090 desktop,card 10 custom rtx 3090 24gb desktop refurbished thinkpad bundle 92 100 3 400 4 600 rtx 3090 desktop refurbished,UNKNOWN,UNKNOWN,69f46570-fa88-839c-b21e-635af55e97af,Ledger Classification Review,Review against existing cards and verify live facts before intake.
A packaged deal: a custom-built desktop with an,Missing,1.5/UNKNOWN,a packaged deal a custom built desktop with an rtx 3090 desktop,a packaged deal a custom built desktop with an rtx 3090 desktop refurbished,UNKNOWN,UNKNOWN,69f46570-fa88-839c-b21e-635af55e97af,Ledger Classification Review,Review against existing cards and verify live facts before intake.
A refurbished tower with,Missing,UNKNOWN/UNKNOWN,a refurbished tower with rtx 3090,a refurbished tower with rtx 3090 refurbished,UNKNOWN,UNKNOWN,69f46570-fa88-839c-b21e-635af55e97af,Ledger Classification Review,Review against existing cards and verify live facts before intake.
"Card 19 — Custom RTX 3090 24GB desktop + refurbished ThinkPad-class laptop `[75/100]` · $4,000",Missing,1/1A,card 19 custom rtx 3090 24gb desktop refurbished thinkpad class laptop 75 100 4 000 rtx 3090 laptop,card 19 custom rtx 3090 24gb desktop refurbished thinkpad class laptop 75 100 4 000 rtx 3090 laptop refurbished,UNKNOWN,UNKNOWN,69f46570-fa88-839c-b21e-635af55e97af,Ledger Classification Review,Review against existing cards and verify live facts before intake.
Card 10 — Custom RTX 3090 24GB desktop + refurbished ThinkPad bundle,Missing,1.5/UNKNOWN,card 10 custom rtx 3090 24gb desktop refurbished thinkpad bundle rtx 3090 desktop,card 10 custom rtx 3090 24gb desktop refurbished thinkpad bundle rtx 3090 desktop refurbished,UNKNOWN,UNKNOWN,69f46570-fa88-839c-b21e-635af55e97af,Ledger Classification Review,Review against existing cards and verify live facts before intake.
Custom_Builds,Missing,1/1A,custom builds rtx 3090 laptop,custom builds rtx 3090 laptop refurbished,UNKNOWN,UNKNOWN,69f46570-fa88-839c-b21e-635af55e97af,Ledger Classification Review,Review against existing cards and verify live facts before intake.
Card 19 — Custom RTX 3090 24GB desktop + refurbished ThinkPad-class laptop,Missing,1/1A,card 19 custom rtx 3090 24gb desktop refurbished thinkpad class laptop rtx 3090 laptop,card 19 custom rtx 3090 24gb desktop refurbished thinkpad class laptop rtx 3090 laptop refurbished,UNKNOWN,UNKNOWN,69f46570-fa88-839c-b21e-635af55e97af,Ledger Classification Review,Review against existing cards and verify live facts before intake.
|,Missing,1/1A,rtx 3090 laptop,rtx 3090 laptop refurbished,UNKNOWN,UNKNOWN,69f46570-fa88-839c-b21e-635af55e97af,Ledger Classification Review,Review against existing cards and verify live facts before intake.
Custom,Missing,1/1A,custom rtx 3090 laptop,custom rtx 3090 laptop refurbished,UNKNOWN,UNKNOWN,69f46570-fa88-839c-b21e-635af55e97af,Ledger Classification Review,Review against existing cards and verify live facts before intake.
Card 19 was consolidated into Card 10 because both describe the same strategic bundle: a custom,Missing,1/1A,card 19 was consolidated into card 10 because both describe the same strategic bundle a custom rtx 3090 laptop,card 19 was consolidated into card 10 because both describe the same strategic bundle a custom rtx 3090 laptop refurbished,UNKNOWN,UNKNOWN,69f46570-fa88-839c-b21e-635af55e97af,Ledger Classification Review,Review against existing cards and verify live facts before intake.
|,Missing,1.5/UNKNOWN,rtx 3090 desktop,rtx 3090 desktop used,UNKNOWN,UNKNOWN,69f5ad8c-cb34-839a-beac-2ffa0cd19f56,RTX 3090 Prebuilt Systems,Review against existing cards and verify live facts before intake.
|,Missing,1.5/UNKNOWN,rtx 3090 20 desktop,rtx 3090 20 desktop refurbished,UNKNOWN,UNKNOWN,69f5ad8c-cb34-839a-beac-2ffa0cd19f56,RTX 3090 Prebuilt Systems,Review against existing cards and verify live facts before intake.
|,Missing,1.5/UNKNOWN,rtx 5000 16 desktop,rtx 5000 16 desktop refurbished,UNKNOWN,UNKNOWN,69f5ad8c-cb34-839a-beac-2ffa0cd19f56,RTX 3090 Prebuilt Systems,Review against existing cards and verify live facts before intake.
Cheap P620 base + add used RTX 3090,Missing,UNKNOWN/UNKNOWN,cheap p620 base add used rtx 3090 rtx 3090,cheap p620 base add used rtx 3090 rtx 3090 used,UNKNOWN,UNKNOWN,69f5ad8c-cb34-839a-beac-2ffa0cd19f56,RTX 3090 Prebuilt Systems,Review against existing cards and verify live facts before intake.
|,Missing,1.5/UNKNOWN,rtx 4090 desktop,rtx 4090 desktop refurbished,UNKNOWN,UNKNOWN,69f5ad8c-cb34-839a-beac-2ffa0cd19f56,RTX 3090 Prebuilt Systems,Review against existing cards and verify live facts before intake.
|,Missing,1.5/UNKNOWN,rtx 4090 24 desktop,rtx 4090 24 desktop used,UNKNOWN,UNKNOWN,69f5ad8c-cb34-839a-beac-2ffa0cd19f56,RTX 3090 Prebuilt Systems,Review against existing cards and verify live facts before intake.
Mike PC RTX 4090 prebuilt,Missing,1.5/UNKNOWN,mike pc rtx 4090 prebuilt rtx 4090 desktop,mike pc rtx 4090 prebuilt rtx 4090 desktop used,UNKNOWN,UNKNOWN,69f5ad8c-cb34-839a-beac-2ffa0cd19f56,RTX 3090 Prebuilt Systems,Review against existing cards and verify live facts before intake.
1. Refurb enterprise base + add,Missing,UNKNOWN/UNKNOWN,1 refurb enterprise base add rtx 3090,1 refurb enterprise base add rtx 3090 refurbished,UNKNOWN,UNKNOWN,69f5ad8c-cb34-839a-beac-2ffa0cd19f56,RTX 3090 Prebuilt Systems,Review against existing cards and verify live facts before intake.
2. Refurb enterprise with,Missing,UNKNOWN/UNKNOWN,2 refurb enterprise with rtx 3090,2 refurb enterprise with rtx 3090 refurbished,UNKNOWN,UNKNOWN,69f5ad8c-cb34-839a-beac-2ffa0cd19f56,RTX 3090 Prebuilt Systems,Review against existing cards and verify live facts before intake.
3. New custom prebuild with,Missing,UNKNOWN/UNKNOWN,3 new custom prebuild with rtx 4090,3 new custom prebuild with rtx 4090 new,UNKNOWN,UNKNOWN,69f5ad8c-cb34-839a-beac-2ffa0cd19f56,RTX 3090 Prebuilt Systems,Review against existing cards and verify live facts before intake.
24GB GDDR7 at 175W,Missing,1/1A,24gb gddr7 at 175w rtx 5090 24 laptop,24gb gddr7 at 175w rtx 5090 24 laptop open box,UNKNOWN,UNKNOWN,69f71cf3-2ccc-839d-be3f-dc49afca00d5,Laptop Scoring Assessment,Review against existing cards and verify live facts before intake.
"$6,998",Missing,1/1A,6 998 rtx 5090 laptop,6 998 rtx 5090 laptop open box,UNKNOWN,UNKNOWN,69f71cf3-2ccc-839d-be3f-dc49afca00d5,Laptop Scoring Assessment,Review against existing cards and verify live facts before intake.
"Below is a list of these devices featuring the upcoming AMD """,Missing,1/1B,below is a list of these devices featuring the upcoming amd strix halo laptop,below is a list of these devices featuring the upcoming amd strix halo laptop new,UNKNOWN,UNKNOWN,69f72ce9-91d4-8398-806f-9dc2bb305a22,Device list creation,Review against existing cards and verify live facts before intake.
"Understood. I will research each of the devices you've listed with AMD """,Missing,1/1B,understood i will research each of the devices you ve listed with amd strix halo laptop,understood i will research each of the devices you ve listed with amd strix halo laptop product pages new,UNKNOWN,UNKNOWN,69f72ce9-91d4-8398-806f-9dc2bb305a22,Device list creation,Review against existing cards and verify live facts before intake.
Goal: Identify top 7-10 viable second-hand/refurbished/open-box/ex-demo laptops with NVIDIA,Missing,1/1A,goal identify top 7 10 viable second hand refurbished open box ex demo laptops with nvidia rtx 3080 ti 16 laptop,goal identify top 7 10 viable second hand refurbished open box ex demo laptops with nvidia rtx 3080 ti 16 laptop open box,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
"1. Generate and simulate broad searches across 15+ sources: eBay.au/us/uk (""",Missing,1/1A,1 generate and simulate broad searches across 15 sources ebay au us uk rtx 3080 ti laptop,1 generate and simulate broad searches across 15 sources ebay au us uk rtx 3080 ti laptop open box,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
more than 16GB VRAM,Missing,1/1A,more than 16gb vram rtx 4080 16 laptop,more than 16gb vram rtx 4080 16 laptop open box,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
Alienware,Missing,1/1A,alienware rtx 4090 laptop,alienware rtx 4090 laptop used,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
Lenovo Legion,Missing,1/1A,lenovo legion rtx 4090 laptop,lenovo legion rtx 4090 laptop refurbished,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
“NVIDIA,Missing,1/1A,nvidia rtx 4000 laptop,nvidia rtx 4000 laptop refurbished,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
“16GB VRAM laptop,Missing,1/1A,16gb vram laptop rtx 4090 16 laptop,16gb vram laptop rtx 4090 16 laptop refurbished,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
“Razer Blade 16,Missing,UNKNOWN/UNKNOWN,razer blade 16 rtx 5090,razer blade 16 rtx 5090 refurbished,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
MSI Vector 16 HX AI RTX 5080,Missing,UNKNOWN/UNKNOWN,msi vector 16 hx ai rtx 5080 rtx 5080,msi vector 16 hx ai rtx 5080 rtx 5080 open box,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
Strictly above 16GB laptop VRAM:,Missing,1/1A,strictly above 16gb laptop vram rtx 5090 24 laptop,strictly above 16gb laptop vram rtx 5090 24 laptop 4500,4500,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
Best practical laptop purchase:,Missing,1/1A,best practical laptop purchase rtx 5080 laptop,best practical laptop purchase rtx 5080 laptop mwave 4299,4299,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
Best imported/refurb performance candidate:,Missing,1/1A,best imported refurb performance candidate rtx 4090 laptop,best imported refurb performance candidate rtx 4090 laptop refurbished 4019,4019,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
“RTX 5090 Laptop is the real >16GB target”,Missing,1/1A,rtx 5090 laptop is the real 16gb target rtx 5090 24 laptop,rtx 5090 laptop is the real 16gb target rtx 5090 24 laptop 4500,4500,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
historical / limited open-box freight-forwarding opportunity,Missing,UNKNOWN/UNKNOWN,historical limited open box freight forwarding opportunity rtx 5080,historical limited open box freight forwarding opportunity rtx 5080 open box 3 2,3.2,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
|,Missing,1/1A,rtx 5080 16 laptop,rtx 5080 16 laptop new 4299,4299,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
|,Missing,1/1A,rtx 4090 16 laptop,rtx 4090 16 laptop refurbished 4019,4019,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
|,Missing,1/1A,rtx 4090 laptop,rtx 4090 laptop 4299,4299,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
|,Missing,1/1A,rtx 4090 laptop,rtx 4090 laptop used 3900,3900,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
|,Missing,1/1A,rtx 5080 laptop,rtx 5080 laptop open box 3162,3162,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
|,Missing,1/1A,rtx 4090 laptop,rtx 4090 laptop 3 8,3.8,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
|,Missing,1/1A,rtx 3080 ti laptop,rtx 3080 ti laptop 2 2,2.2,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
|,Missing,1/1A,rtx 5090 24 laptop,rtx 5090 24 laptop 8,8,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
"Mwave A$4,299 model with 32GB RAM and 2TB SSD",Missing,1/1A,mwave a 4 299 model with 32gb ram and 2tb ssd rtx 5080 16 laptop,mwave a 4 299 model with 32gb ram and 2tb ssd rtx 5080 16 laptop 4299,4299,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
2. Best imported/refurb laptop: Lenovo Legion Pro 7i RTX 4090,Missing,1/1A,2 best imported refurb laptop lenovo legion pro 7i rtx 4090 rtx 4090 laptop,2 best imported refurb laptop lenovo legion pro 7i rtx 4090 rtx 4090 laptop refurbished,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
"A$4,019 before any AU-specific shipping/admin issues",Missing,1/1A,a 4 019 before any au specific shipping admin issues rtx 4090 laptop,a 4 019 before any au specific shipping admin issues rtx 4090 laptop refurbished 4019,4019,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
3. Best local used RTX 4090 option: MSI Raider GE68,Missing,1/1A,3 best local used rtx 4090 option msi raider ge68 rtx 4090 laptop,3 best local used rtx 4090 option msi raider ge68 rtx 4090 laptop used,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
The GE68 is attractive because it is AU-based and has,Missing,UNKNOWN/UNKNOWN,the ge68 is attractive because it is au based and has rtx 4090,the ge68 is attractive because it is au based and has rtx 4090 4999,4999,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
"A$3,162 before freight forwarding",Missing,UNKNOWN/UNKNOWN,a 3 162 before freight forwarding,a 3 162 before freight forwarding open box 3162,3162,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
Superseded items from the earlier RTX 3080 Ti report,Missing,UNKNOWN/UNKNOWN,superseded items from the earlier rtx 3080 ti report rtx 3080 ti,superseded items from the earlier rtx 3080 ti report rtx 3080 ti the earlier rtx 3080 ti report,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
Razer Blade 15 RTX 3080 Ti,Missing,UNKNOWN/UNKNOWN,razer blade 15 rtx 3080 ti rtx 3080 ti,razer blade 15 rtx 3080 ti rtx 3080 ti 2 4,2.4,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
MSI Stealth GS77 RTX 3080 Ti,Missing,UNKNOWN/UNKNOWN,msi stealth gs77 rtx 3080 ti rtx 3080 ti,msi stealth gs77 rtx 3080 ti rtx 3080 ti gemini,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
|,Missing,1/1A,rtx 5080 laptop,rtx 5080 laptop new 4 5,4.5,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
|,Missing,1/1A,rtx 4090 laptop,rtx 4090 laptop refurbished,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
|,Missing,1/1A,rtx 4090 laptop,rtx 4090 laptop used,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
|,Missing,1/1A,rtx 3080 ti laptop,rtx 3080 ti laptop used,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
"MSI Vector 16 HX AI RTX 5080 from Mwave at A$4,299",Missing,1/1A,msi vector 16 hx ai rtx 5080 from mwave at a 4 299 rtx 5080 laptop,msi vector 16 hx ai rtx 5080 from mwave at a 4 299 rtx 5080 laptop new 4299,4299,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
Lenovo Legion Pro 7i RTX 4090 certified refurb,Missing,1/1A,lenovo legion pro 7i rtx 4090 certified refurb rtx 4090 laptop,lenovo legion pro 7i rtx 4090 certified refurb rtx 4090 laptop refurbished,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
"My previous search focused mainly on 16GB+ VRAM laptops, especially",Missing,1/1A,my previous search focused mainly on 16gb vram laptops especially rtx 3080 ti laptop,my previous search focused mainly on 16gb vram laptops especially rtx 3080 ti laptop used,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
refurbished,Missing,1/1A,refurbished rtx 4090 laptop,refurbished rtx 4090 laptop refurbished,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
used,Missing,1/1A,used rtx 4090 laptop,used rtx 4090 laptop used,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
open box,Missing,1/1A,open box rtx 4080 laptop,open box rtx 4080 laptop open box,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
Search approach,Missing,1/1A,search approach rtx 4090 16 laptop,search approach rtx 4090 16 laptop refurbished,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
"24 GB+ RTX 5090, Quadro 5000/6000 Ada (24+ GB) Typically >AU$8k (e.g. Legion 9i 18″ RTX 5090 24 GB ~AU$9,999",Missing,1/1A,24 gb rtx 5090 quadro 5000 6000 ada typically au 8k e g legion 9i 18 rtx 5090 24 gb au 9 999 rtx 5090 laptop,24 gb rtx 5090 quadro 5000 6000 ada typically au 8k e g legion 9i 18 rtx 5090 24 gb au 9 999 rtx 5090 laptop 8,8,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
"16 GB RTX 4090, RTX 3080 Ti/5080, RTX 5000 Ada (16 GB) ~AU$3k–5k (e.g. Razer Blade 18 RTX 4090 16 GB at ~$4,789",Missing,UNKNOWN/UNKNOWN,16 gb rtx 4090 rtx 3080 ti 5080 rtx 5000 ada au 3k 5k e g razer blade 18 rtx 4090 16 gb at 4 789 rtx 4090,16 gb rtx 4090 rtx 3080 ti 5080 rtx 5000 ada au 3k 5k e g razer blade 18 rtx 4090 16 gb at 4 789 rtx 4090 3,3,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
"12 GB RTX 4080, RTX 4070 Ti/5070 Ti (12 GB) Often still ~AU$4–5k (e.g. Asus Scar 18 RTX 4080 12 GB at ~$5,199",Missing,UNKNOWN/UNKNOWN,12 gb rtx 4080 rtx 4070 ti 5070 ti often still au 4 5k e g asus scar 18 rtx 4080 12 gb at 5 199 rtx 4080,12 gb rtx 4080 rtx 4070 ti 5070 ti often still au 4 5k e g asus scar 18 rtx 4080 12 gb at 5 199 rtx 4080 4,4,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
UNKNOWN,Missing,UNKNOWN/UNKNOWN,rtx 3070 12,rtx 3070 12 new 3,3,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
4 HP Omen 17 (2022),Missing,UNKNOWN/UNKNOWN,4 hp omen 17 rtx 4090,4 hp omen 17 rtx 4090 open box,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
9 Alienware m18 R2 (2024),Missing,1/1A,9 alienware m18 r2 rtx 4090 laptop,9 alienware m18 r2 rtx 4090 laptop refurbished,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
"RTX 4090 (16 GB) i9‑13th, 32 GB, 1 TB, 17.3″ QHD 240 Hz 2y (Infinity) Medium (new brand) B Benchmark (expensive)",Missing,UNKNOWN/UNKNOWN,rtx 4090 i9 13th 32 gb 1 tb 17 3 qhd 240 hz 2y medium b benchmark rtx 4090,rtx 4090 i9 13th 32 gb 1 tb 17 3 qhd 240 hz 2y medium b benchmark rtx 4090 new,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
"Used import deals (legit or not): E.g. Lenovo Legion Pro 7i (RTX 4090) from UK @AU$3,855",Missing,1/1A,used import deals e g lenovo legion pro 7i from uk au 3 855 rtx 4090 laptop,used import deals e g lenovo legion pro 7i from uk au 3 855 rtx 4090 laptop used 3855,3855,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
"16GB VRAM RTX 4090 / 5080 / 3080 Ti laptops around A$3,000–$5,000",Missing,1/1A,16gb vram rtx 4090 5080 3080 ti laptops around a 3 000 5 000 rtx 4090 16 laptop,16gb vram rtx 4090 5080 3080 ti laptops around a 3 000 5 000 rtx 4090 16 laptop 3000,3000,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
1. Razer Blade 18,Missing,UNKNOWN/UNKNOWN,1 razer blade 18 rtx 4090,1 razer blade 18 rtx 4090 4789,4789,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
2. Lenovo Legion Pro 7i,Missing,1/1A,2 lenovo legion pro 7i rtx 4090 laptop,2 lenovo legion pro 7i rtx 4090 laptop mikepc sale 3599,3599,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
